substitution_id,order_id,store_id,original_sku_id,substitute_sku_id,original_category,substitute_category,same_category,price_difference_inr,customer_accepted,reason_for_sub,order_date,acceptance_label
SUB_0009379,ORD_00079165,STR_002,SKU_0001,SKU_0373,Fruits & Vegetables,Household,False,86.0,True,Damaged,2023-04-06,Accepted
SUB_0040144,ORD_00333901,STR_005,SKU_0184,SKU_0117,Packaged Food,Dairy & Eggs,False,-53.0,True,Out of Stock,2024-01-24,Accepted
SUB_0012497,ORD_00105178,STR_003,SKU_0298,SKU_0046,Personal Care,Fruits & Vegetables,False,-105.0,True,Out of Stock,2023-05-10,Accepted
SUB_0050147,ORD_00417544,STR_005,SKU_0222,SKU_0100,Beverages,Dairy & Eggs,False,54.0,False,Damaged,2024-05-10,Rejected
SUB_0026861,ORD_00224713,STR_008,SKU_0087,SKU_0113,Dairy & Eggs,Dairy & Eggs,True,-51.0,True,Out of Stock,2023-10-10,Accepted
SUB_0010076,ORD_00084583,STR_001,SKU_0207,SKU_0035,Beverages,Fruits & Vegetables,False,21.0,False,Expired,2023-04-13,Rejected
SUB_0015983,ORD_00134677,STR_001,SKU_0391,SKU_0206,Baby & Kids,Beverages,False,-199.0,False,Out of Stock,2023-06-21,Rejected
SUB_0005091,ORD_00043217,STR_010,SKU_0248,SKU_0124,Beverages,Dairy & Eggs,False,-75.0,False,Out of Stock,2023-02-18,Rejected
SUB_0017151,ORD_00144292,STR_004,SKU_0100,SKU_0243,Dairy & Eggs,Beverages,False,-5.0,False,Out of Stock,2023-07-04,Rejected
SUB_0007452,ORD_00062671,STR_010,SKU_0377,SKU_0332,Baby & Kids,Household,False,-255.0,True,Out of Stock,2023-03-15,Accepted
SUB_0012137,ORD_00102336,STR_004,SKU_0358,SKU_0352,Household,Household,True,-122.0,True,Out of Stock,2023-05-06,Accepted
SUB_0051963,ORD_00432066,STR_010,SKU_0192,SKU_0409,Beverages,Baby & Kids,False,53.0,False,Out of Stock,2024-05-30,Rejected
SUB_0012688,ORD_00106838,STR_009,SKU_0279,SKU_0025,Personal Care,Fruits & Vegetables,False,-110.0,True,Damaged,2023-05-12,Accepted
SUB_0042827,ORD_00356455,STR_008,SKU_0315,SKU_0095,Household,Dairy & Eggs,False,-24.0,False,Out of Stock,2024-02-20,Rejected
SUB_0007802,ORD_00065722,STR_007,SKU_0335,SKU_0457,Household,Snacks & Confectionery,False,-155.0,True,Out of Stock,2023-03-19,Accepted
SUB_0025751,ORD_00215715,STR_007,SKU_0064,SKU_0257,Dairy & Eggs,Personal Care,False,65.0,True,Out of Stock,2023-10-02,Accepted
SUB_0031930,ORD_00266221,STR_007,SKU_0099,SKU_0181,Dairy & Eggs,Packaged Food,False,-59.0,False,Out of Stock,2023-11-16,Rejected
SUB_0043274,ORD_00360327,STR_007,SKU_0268,SKU_0003,Personal Care,Fruits & Vegetables,False,-147.0,True,Out of Stock,2024-02-25,Accepted
SUB_0017820,ORD_00149815,STR_005,SKU_0082,SKU_0061,Dairy & Eggs,Fruits & Vegetables,False,-55.0,False,Out of Stock,2023-07-11,Rejected
SUB_0033674,ORD_00280389,STR_001,SKU_0302,SKU_0280,Personal Care,Personal Care,True,13.0,True,Expired,2023-11-29,Accepted
SUB_0007402,ORD_00062240,STR_004,SKU_0144,SKU_0467,Packaged Food,Snacks & Confectionery,False,-83.0,False,Out of Stock,2023-03-15,Rejected
SUB_0020668,ORD_00173285,STR_004,SKU_0168,SKU_0272,Packaged Food,Personal Care,False,-85.0,False,Out of Stock,2023-08-10,Rejected
SUB_0024974,ORD_00209504,STR_006,SKU_0316,SKU_0373,Household,Household,True,33.0,False,Out of Stock,2023-09-25,Rejected
SUB_0026769,ORD_00223921,STR_010,SKU_0284,SKU_0482,Personal Care,Snacks & Confectionery,False,-71.0,False,Out of Stock,2023-10-09,Rejected
SUB_0020340,ORD_00170579,STR_007,SKU_0420,SKU_0465,Baby & Kids,Snacks & Confectionery,False,-46.0,False,Out of Stock,2023-08-06,Rejected
SUB_0025090,ORD_00210338,STR_007,SKU_0022,SKU_0317,Fruits & Vegetables,Household,False,104.0,True,Out of Stock,2023-09-26,Accepted
SUB_0000709,ORD_00005835,STR_004,SKU_0312,SKU_0238,Household,Beverages,False,22.0,True,Out of Stock,2023-01-07,Accepted
SUB_0023984,ORD_00201358,STR_005,SKU_0448,SKU_0029,Snacks & Confectionery,Fruits & Vegetables,False,37.0,True,Out of Stock,2023-09-15,Accepted
SUB_0021979,ORD_00184444,STR_006,SKU_0011,SKU_0098,Fruits & Vegetables,Dairy & Eggs,False,68.0,False,Out of Stock,2023-08-24,Rejected
SUB_0017553,ORD_00147539,STR_007,SKU_0415,SKU_0266,Baby & Kids,Personal Care,False,35.0,False,Out of Stock,2023-07-08,Rejected
SUB_0007290,ORD_00061364,STR_002,SKU_0474,SKU_0089,Snacks & Confectionery,Dairy & Eggs,False,54.0,True,Expired,2023-03-14,Accepted
SUB_0004615,ORD_00039325,STR_009,SKU_0349,SKU_0363,Household,Household,True,-118.0,True,Out of Stock,2023-02-13,Accepted
SUB_0045450,ORD_00378444,STR_002,SKU_0418,SKU_0032,Baby & Kids,Fruits & Vegetables,False,-556.0,False,Out of Stock,2024-03-20,Rejected
SUB_0009737,ORD_00081840,STR_004,SKU_0151,SKU_0475,Packaged Food,Snacks & Confectionery,False,-161.0,True,Expired,2023-04-09,Accepted
SUB_0010459,ORD_00087986,STR_002,SKU_0406,SKU_0323,Baby & Kids,Household,False,-295.0,False,Out of Stock,2023-04-17,Rejected
SUB_0014521,ORD_00122372,STR_008,SKU_0046,SKU_0024,Fruits & Vegetables,Fruits & Vegetables,True,5.0,False,Out of Stock,2023-06-03,Rejected
SUB_0041660,ORD_00346780,STR_007,SKU_0149,SKU_0333,Packaged Food,Household,False,33.0,False,Out of Stock,2024-02-08,Rejected
SUB_0042989,ORD_00357744,STR_006,SKU_0132,SKU_0427,Packaged Food,Baby & Kids,False,243.0,False,Out of Stock,2024-02-22,Rejected
SUB_0030451,ORD_00254229,STR_008,SKU_0222,SKU_0351,Beverages,Household,False,59.0,False,Out of Stock,2023-11-05,Rejected
SUB_0005937,ORD_00050246,STR_010,SKU_0102,SKU_0151,Dairy & Eggs,Packaged Food,False,80.0,True,Out of Stock,2023-02-27,Accepted
SUB_0053303,ORD_00443702,STR_004,SKU_0157,SKU_0153,Packaged Food,Packaged Food,True,-97.0,True,Damaged,2024-06-16,Accepted
SUB_0053844,ORD_00448317,STR_001,SKU_0356,SKU_0034,Household,Fruits & Vegetables,False,-156.0,False,Out of Stock,2024-06-23,Rejected
SUB_0009937,ORD_00083409,STR_004,SKU_0390,SKU_0301,Baby & Kids,Personal Care,False,-300.0,False,Out of Stock,2023-04-11,Rejected
SUB_0018871,ORD_00158367,STR_006,SKU_0461,SKU_0449,Snacks & Confectionery,Snacks & Confectionery,True,27.0,True,Out of Stock,2023-07-22,Accepted
SUB_0024133,ORD_00202565,STR_009,SKU_0078,SKU_0129,Dairy & Eggs,Packaged Food,False,-37.0,True,Out of Stock,2023-09-16,Accepted
SUB_0028486,ORD_00238438,STR_007,SKU_0059,SKU_0220,Fruits & Vegetables,Beverages,False,59.0,True,Out of Stock,2023-10-22,Accepted
SUB_0002550,ORD_00021679,STR_007,SKU_0136,SKU_0154,Packaged Food,Packaged Food,True,164.0,True,Out of Stock,2023-01-23,Accepted
SUB_0035603,ORD_00296619,STR_003,SKU_0055,SKU_0465,Fruits & Vegetables,Snacks & Confectionery,False,-29.0,False,Out of Stock,2023-12-16,Rejected
SUB_0038799,ORD_00322997,STR_003,SKU_0200,SKU_0181,Beverages,Packaged Food,False,-15.0,True,Out of Stock,2024-01-13,Accepted
SUB_0023097,ORD_00193845,STR_007,SKU_0242,SKU_0186,Beverages,Packaged Food,False,79.0,False,Out of Stock,2023-09-05,Rejected
SUB_0005266,ORD_00044662,STR_008,SKU_0143,SKU_0377,Packaged Food,Baby & Kids,False,304.0,True,Out of Stock,2023-02-20,Accepted
SUB_0040589,ORD_00337591,STR_004,SKU_0159,SKU_0387,Packaged Food,Baby & Kids,False,86.0,False,Out of Stock,2024-01-28,Rejected
SUB_0006316,ORD_00053480,STR_004,SKU_0041,SKU_0351,Fruits & Vegetables,Household,False,121.0,True,Out of Stock,2023-03-04,Accepted
SUB_0046498,ORD_00387028,STR_002,SKU_0053,SKU_0135,Fruits & Vegetables,Packaged Food,False,34.0,False,Out of Stock,2024-03-31,Rejected
SUB_0032286,ORD_00269056,STR_001,SKU_0360,SKU_0168,Household,Packaged Food,False,68.0,False,Out of Stock,2023-11-19,Rejected
SUB_0045577,ORD_00379502,STR_007,SKU_0370,SKU_0050,Household,Fruits & Vegetables,False,-62.0,False,Damaged,2024-03-21,Rejected
SUB_0021352,ORD_00179442,STR_004,SKU_0374,SKU_0393,Baby & Kids,Baby & Kids,True,280.0,True,Damaged,2023-08-18,Accepted
SUB_0044209,ORD_00367898,STR_005,SKU_0053,SKU_0284,Fruits & Vegetables,Personal Care,False,181.0,False,Out of Stock,2024-03-06,Rejected
SUB_0048663,ORD_00405350,STR_006,SKU_0295,SKU_0333,Personal Care,Household,False,3.0,True,Out of Stock,2024-04-23,Accepted
SUB_0008373,ORD_00070703,STR_002,SKU_0042,SKU_0265,Fruits & Vegetables,Personal Care,False,225.0,False,Out of Stock,2023-03-26,Rejected
SUB_0047807,ORD_00397954,STR_002,SKU_0422,SKU_0256,Baby & Kids,Personal Care,False,-525.0,False,Out of Stock,2024-04-14,Rejected
SUB_0048045,ORD_00400045,STR_010,SKU_0240,SKU_0298,Beverages,Personal Care,False,-12.0,True,Out of Stock,2024-04-16,Accepted
SUB_0025611,ORD_00214493,STR_007,SKU_0370,SKU_0250,Household,Personal Care,False,-87.0,False,Out of Stock,2023-10-01,Rejected
SUB_0017150,ORD_00144286,STR_004,SKU_0455,SKU_0322,Snacks & Confectionery,Household,False,255.0,False,Out of Stock,2023-07-04,Rejected
SUB_0047912,ORD_00398913,STR_004,SKU_0109,SKU_0131,Dairy & Eggs,Packaged Food,False,-8.0,False,Expired,2024-04-15,Rejected
SUB_0018966,ORD_00159147,STR_004,SKU_0204,SKU_0070,Beverages,Dairy & Eggs,False,51.0,False,Out of Stock,2023-07-23,Rejected
SUB_0022038,ORD_00185038,STR_005,SKU_0142,SKU_0359,Packaged Food,Household,False,19.0,True,Out of Stock,2023-08-25,Accepted
SUB_0017135,ORD_00144160,STR_002,SKU_0027,SKU_0406,Fruits & Vegetables,Baby & Kids,False,350.0,True,Out of Stock,2023-07-04,Accepted
SUB_0011735,ORD_00099098,STR_004,SKU_0053,SKU_0151,Fruits & Vegetables,Packaged Food,False,167.0,True,Out of Stock,2023-05-01,Accepted
SUB_0042411,ORD_00353061,STR_008,SKU_0185,SKU_0028,Packaged Food,Fruits & Vegetables,False,-93.0,False,Out of Stock,2024-02-16,Rejected
SUB_0041151,ORD_00342250,STR_010,SKU_0060,SKU_0318,Fruits & Vegetables,Household,False,169.0,False,Damaged,2024-02-02,Rejected
SUB_0016346,ORD_00137690,STR_002,SKU_0325,SKU_0046,Household,Fruits & Vegetables,False,29.0,False,Out of Stock,2023-06-25,Rejected
SUB_0046345,ORD_00385797,STR_009,SKU_0397,SKU_0323,Baby & Kids,Household,False,-399.0,False,Out of Stock,2024-03-29,Rejected
SUB_0006384,ORD_00053949,STR_009,SKU_0387,SKU_0495,Baby & Kids,Snacks & Confectionery,False,-92.0,True,Out of Stock,2023-03-04,Accepted
SUB_0041960,ORD_00349278,STR_007,SKU_0043,SKU_0364,Fruits & Vegetables,Household,False,136.0,False,Out of Stock,2024-02-11,Rejected
SUB_0040856,ORD_00339782,STR_007,SKU_0355,SKU_0134,Household,Packaged Food,False,-19.0,False,Out of Stock,2024-01-30,Rejected
SUB_0017793,ORD_00149557,STR_001,SKU_0308,SKU_0303,Personal Care,Personal Care,True,-28.0,True,Damaged,2023-07-11,Accepted
SUB_0003661,ORD_00031340,STR_010,SKU_0105,SKU_0403,Dairy & Eggs,Baby & Kids,False,331.0,True,Out of Stock,2023-02-03,Accepted
SUB_0013427,ORD_00113134,STR_005,SKU_0408,SKU_0038,Baby & Kids,Fruits & Vegetables,False,-40.0,False,Out of Stock,2023-05-21,Rejected
SUB_0035149,ORD_00292954,STR_001,SKU_0412,SKU_0447,Baby & Kids,Snacks & Confectionery,False,-178.0,False,Damaged,2023-12-12,Rejected
SUB_0029568,ORD_00246999,STR_004,SKU_0153,SKU_0209,Packaged Food,Beverages,False,-4.0,True,Out of Stock,2023-10-30,Accepted
SUB_0044024,ORD_00366378,STR_004,SKU_0128,SKU_0376,Packaged Food,Baby & Kids,False,592.0,True,Out of Stock,2024-03-04,Accepted
SUB_0021583,ORD_00181356,STR_005,SKU_0432,SKU_0375,Baby & Kids,Baby & Kids,True,-210.0,False,Out of Stock,2023-08-20,Rejected
SUB_0051181,ORD_00426110,STR_006,SKU_0160,SKU_0436,Packaged Food,Baby & Kids,False,69.0,False,Expired,2024-05-22,Rejected
SUB_0037244,ORD_00310543,STR_010,SKU_0012,SKU_0314,Fruits & Vegetables,Household,False,80.0,True,Expired,2023-12-30,Accepted
SUB_0039258,ORD_00326666,STR_010,SKU_0458,SKU_0008,Snacks & Confectionery,Fruits & Vegetables,False,-124.0,False,Damaged,2024-01-16,Rejected
SUB_0024334,ORD_00204218,STR_008,SKU_0182,SKU_0495,Packaged Food,Snacks & Confectionery,False,77.0,False,Out of Stock,2023-09-18,Rejected
SUB_0052983,ORD_00440957,STR_005,SKU_0073,SKU_0152,Dairy & Eggs,Packaged Food,False,-30.0,True,Out of Stock,2024-06-12,Accepted
SUB_0028935,ORD_00242095,STR_002,SKU_0029,SKU_0254,Fruits & Vegetables,Personal Care,False,123.0,True,Out of Stock,2023-10-26,Accepted
SUB_0050041,ORD_00416650,STR_010,SKU_0018,SKU_0149,Fruits & Vegetables,Packaged Food,False,28.0,False,Out of Stock,2024-05-08,Rejected
SUB_0029745,ORD_00248376,STR_006,SKU_0317,SKU_0005,Household,Fruits & Vegetables,False,-132.0,False,Out of Stock,2023-10-31,Rejected
SUB_0033671,ORD_00280365,STR_001,SKU_0473,SKU_0173,Snacks & Confectionery,Packaged Food,False,0.0,True,Out of Stock,2023-11-29,Accepted
SUB_0009390,ORD_00079265,STR_003,SKU_0213,SKU_0453,Beverages,Snacks & Confectionery,False,-11.0,False,Out of Stock,2023-04-06,Rejected
SUB_0018150,ORD_00152432,STR_001,SKU_0154,SKU_0067,Packaged Food,Dairy & Eggs,False,-218.0,True,Out of Stock,2023-07-15,Accepted
SUB_0037626,ORD_00313690,STR_002,SKU_0275,SKU_0132,Personal Care,Packaged Food,False,-26.0,False,Out of Stock,2024-01-03,Rejected
SUB_0024308,ORD_00203981,STR_005,SKU_0413,SKU_0199,Baby & Kids,Beverages,False,-479.0,False,Expired,2023-09-18,Rejected
SUB_0005502,ORD_00046637,STR_007,SKU_0181,SKU_0417,Packaged Food,Baby & Kids,False,264.0,False,Out of Stock,2023-02-23,Rejected
SUB_0009646,ORD_00081209,STR_007,SKU_0088,SKU_0355,Dairy & Eggs,Household,False,9.0,False,Out of Stock,2023-04-08,Rejected
SUB_0052927,ORD_00440514,STR_007,SKU_0413,SKU_0146,Baby & Kids,Packaged Food,False,-300.0,False,Out of Stock,2024-06-11,Rejected
SUB_0014903,ORD_00125423,STR_001,SKU_0037,SKU_0074,Fruits & Vegetables,Dairy & Eggs,False,37.0,True,Out of Stock,2023-06-08,Accepted
SUB_0049165,ORD_00409342,STR_007,SKU_0300,SKU_0165,Personal Care,Packaged Food,False,-138.0,False,Expired,2024-04-28,Rejected
SUB_0040268,ORD_00334974,STR_009,SKU_0490,SKU_0017,Snacks & Confectionery,Fruits & Vegetables,False,4.0,False,Out of Stock,2024-01-25,Rejected
SUB_0014425,ORD_00121464,STR_007,SKU_0253,SKU_0033,Personal Care,Fruits & Vegetables,False,53.0,False,Expired,2023-06-02,Rejected
SUB_0054096,ORD_00450526,STR_002,SKU_0314,SKU_0297,Household,Personal Care,False,312.0,False,Damaged,2024-06-26,Rejected
SUB_0027521,ORD_00230099,STR_005,SKU_0238,SKU_0461,Beverages,Snacks & Confectionery,False,-139.0,False,Out of Stock,2023-10-15,Rejected
SUB_0027531,ORD_00230199,STR_005,SKU_0352,SKU_0304,Household,Personal Care,False,80.0,True,Out of Stock,2023-10-15,Accepted
SUB_0005229,ORD_00044388,STR_004,SKU_0162,SKU_0293,Packaged Food,Personal Care,False,-32.0,True,Out of Stock,2023-02-20,Accepted
SUB_0022528,ORD_00189151,STR_006,SKU_0484,SKU_0006,Snacks & Confectionery,Fruits & Vegetables,False,-102.0,True,Out of Stock,2023-08-30,Accepted
SUB_0026351,ORD_00220638,STR_004,SKU_0463,SKU_0471,Snacks & Confectionery,Snacks & Confectionery,True,-6.0,True,Out of Stock,2023-10-07,Accepted
SUB_0019082,ORD_00160099,STR_006,SKU_0391,SKU_0239,Baby & Kids,Beverages,False,-326.0,True,Out of Stock,2023-07-24,Accepted
SUB_0046885,ORD_00390419,STR_006,SKU_0458,SKU_0367,Snacks & Confectionery,Household,False,-153.0,False,Out of Stock,2024-04-04,Rejected
SUB_0019332,ORD_00162082,STR_004,SKU_0321,SKU_0229,Household,Beverages,False,13.0,True,Out of Stock,2023-07-27,Accepted
SUB_0012341,ORD_00103841,STR_002,SKU_0186,SKU_0239,Packaged Food,Beverages,False,-171.0,False,Damaged,2023-05-08,Rejected
SUB_0005013,ORD_00042580,STR_004,SKU_0349,SKU_0400,Household,Baby & Kids,False,201.0,True,Out of Stock,2023-02-18,Accepted
SUB_0005334,ORD_00045271,STR_007,SKU_0113,SKU_0025,Dairy & Eggs,Fruits & Vegetables,False,0.0,False,Damaged,2023-02-21,Rejected
SUB_0042500,ORD_00353693,STR_005,SKU_0370,SKU_0191,Household,Beverages,False,-87.0,True,Out of Stock,2024-02-17,Accepted
SUB_0015481,ORD_00130341,STR_010,SKU_0342,SKU_0020,Household,Fruits & Vegetables,False,-279.0,False,Out of Stock,2023-06-14,Rejected
SUB_0046968,ORD_00391121,STR_006,SKU_0287,SKU_0226,Personal Care,Beverages,False,-14.0,True,Out of Stock,2024-04-05,Accepted
SUB_0017456,ORD_00146801,STR_010,SKU_0093,SKU_0103,Dairy & Eggs,Dairy & Eggs,True,65.0,True,Out of Stock,2023-07-07,Accepted
SUB_0039242,ORD_00326574,STR_008,SKU_0141,SKU_0432,Packaged Food,Baby & Kids,False,190.0,True,Out of Stock,2024-01-16,Accepted
SUB_0006073,ORD_00051360,STR_006,SKU_0044,SKU_0244,Fruits & Vegetables,Beverages,False,56.0,False,Out of Stock,2023-03-01,Rejected
SUB_0023350,ORD_00195893,STR_005,SKU_0210,SKU_0062,Beverages,Fruits & Vegetables,False,-67.0,True,Expired,2023-09-08,Accepted
SUB_0047556,ORD_00395793,STR_006,SKU_0351,SKU_0430,Household,Baby & Kids,False,214.0,False,Out of Stock,2024-04-11,Rejected
SUB_0041869,ORD_00348437,STR_008,SKU_0095,SKU_0327,Dairy & Eggs,Household,False,37.0,False,Out of Stock,2024-02-10,Rejected
SUB_0023013,ORD_00193206,STR_008,SKU_0181,SKU_0494,Packaged Food,Snacks & Confectionery,False,-101.0,False,Out of Stock,2023-09-04,Rejected
SUB_0050586,ORD_00421151,STR_005,SKU_0104,SKU_0303,Dairy & Eggs,Personal Care,False,133.0,False,Out of Stock,2024-05-15,Rejected
SUB_0020202,ORD_00169393,STR_006,SKU_0104,SKU_0014,Dairy & Eggs,Fruits & Vegetables,False,-14.0,True,Damaged,2023-08-05,Accepted
SUB_0026586,ORD_00222339,STR_006,SKU_0426,SKU_0060,Baby & Kids,Fruits & Vegetables,False,-481.0,False,Damaged,2023-10-08,Rejected
SUB_0018390,ORD_00154628,STR_004,SKU_0433,SKU_0247,Baby & Kids,Beverages,False,-447.0,True,Out of Stock,2023-07-17,Accepted
SUB_0038573,ORD_00321141,STR_002,SKU_0077,SKU_0092,Dairy & Eggs,Dairy & Eggs,True,9.0,False,Out of Stock,2024-01-11,Rejected
SUB_0018697,ORD_00157165,STR_010,SKU_0044,SKU_0448,Fruits & Vegetables,Snacks & Confectionery,False,-41.0,True,Out of Stock,2023-07-20,Accepted
SUB_0047738,ORD_00397312,STR_006,SKU_0461,SKU_0493,Snacks & Confectionery,Snacks & Confectionery,True,42.0,True,Out of Stock,2024-04-13,Accepted
SUB_0006527,ORD_00055192,STR_004,SKU_0124,SKU_0349,Dairy & Eggs,Household,False,135.0,True,Out of Stock,2023-03-06,Accepted
SUB_0023255,ORD_00195168,STR_005,SKU_0367,SKU_0084,Household,Dairy & Eggs,False,108.0,True,Out of Stock,2023-09-07,Accepted
SUB_0013257,ORD_00111622,STR_006,SKU_0246,SKU_0335,Beverages,Household,False,199.0,True,Out of Stock,2023-05-19,Accepted
SUB_0004465,ORD_00038023,STR_003,SKU_0302,SKU_0203,Personal Care,Beverages,False,-162.0,False,Damaged,2023-02-12,Rejected
SUB_0051823,ORD_00431014,STR_004,SKU_0247,SKU_0399,Beverages,Baby & Kids,False,519.0,False,Out of Stock,2024-05-29,Rejected
SUB_0020727,ORD_00173968,STR_004,SKU_0043,SKU_0441,Fruits & Vegetables,Snacks & Confectionery,False,74.0,True,Damaged,2023-08-11,Accepted
SUB_0019899,ORD_00166928,STR_005,SKU_0436,SKU_0367,Baby & Kids,Household,False,-171.0,False,Out of Stock,2023-08-02,Rejected
SUB_0011762,ORD_00099304,STR_007,SKU_0409,SKU_0173,Baby & Kids,Packaged Food,False,-149.0,True,Out of Stock,2023-05-01,Accepted
SUB_0050554,ORD_00420936,STR_001,SKU_0224,SKU_0393,Beverages,Baby & Kids,False,631.0,False,Out of Stock,2024-05-15,Rejected
SUB_0015042,ORD_00126732,STR_001,SKU_0139,SKU_0177,Packaged Food,Packaged Food,True,3.0,True,Out of Stock,2023-06-10,Accepted
SUB_0024385,ORD_00204617,STR_004,SKU_0021,SKU_0234,Fruits & Vegetables,Beverages,False,47.0,True,Out of Stock,2023-09-19,Accepted
SUB_0050106,ORD_00417172,STR_008,SKU_0310,SKU_0224,Personal Care,Beverages,False,-207.0,True,Out of Stock,2024-05-09,Accepted
SUB_0010466,ORD_00088017,STR_002,SKU_0232,SKU_0473,Beverages,Snacks & Confectionery,False,-38.0,False,Out of Stock,2023-04-17,Rejected
SUB_0003271,ORD_00028106,STR_006,SKU_0209,SKU_0393,Beverages,Baby & Kids,False,694.0,False,Out of Stock,2023-01-30,Rejected
SUB_0021042,ORD_00176704,STR_005,SKU_0252,SKU_0369,Personal Care,Household,False,-176.0,False,Out of Stock,2023-08-14,Rejected
SUB_0044317,ORD_00368834,STR_008,SKU_0412,SKU_0207,Baby & Kids,Beverages,False,-287.0,False,Damaged,2024-03-07,Rejected
SUB_0021110,ORD_00177333,STR_004,SKU_0184,SKU_0266,Packaged Food,Personal Care,False,165.0,False,Out of Stock,2023-08-15,Rejected
SUB_0022817,ORD_00191543,STR_008,SKU_0296,SKU_0306,Personal Care,Personal Care,True,38.0,True,Out of Stock,2023-09-02,Accepted
SUB_0003468,ORD_00029704,STR_006,SKU_0154,SKU_0191,Packaged Food,Beverages,False,-257.0,False,Out of Stock,2023-02-01,Rejected
SUB_0022268,ORD_00186868,STR_005,SKU_0270,SKU_0039,Personal Care,Fruits & Vegetables,False,-177.0,False,Out of Stock,2023-08-27,Rejected
SUB_0019012,ORD_00159609,STR_009,SKU_0481,SKU_0020,Snacks & Confectionery,Fruits & Vegetables,False,8.0,True,Out of Stock,2023-07-23,Accepted
SUB_0005842,ORD_00049464,STR_010,SKU_0498,SKU_0013,Snacks & Confectionery,Fruits & Vegetables,False,-10.0,False,Out of Stock,2023-02-26,Rejected
SUB_0039793,ORD_00331035,STR_005,SKU_0092,SKU_0459,Dairy & Eggs,Snacks & Confectionery,False,40.0,True,Out of Stock,2024-01-21,Accepted
SUB_0032290,ORD_00269064,STR_001,SKU_0041,SKU_0070,Fruits & Vegetables,Dairy & Eggs,False,133.0,True,Out of Stock,2023-11-19,Accepted
SUB_0033222,ORD_00276749,STR_010,SKU_0356,SKU_0236,Household,Beverages,False,-167.0,False,Out of Stock,2023-11-25,Rejected
SUB_0000927,ORD_00007780,STR_010,SKU_0263,SKU_0086,Personal Care,Dairy & Eggs,False,42.0,False,Out of Stock,2023-01-08,Rejected
SUB_0015126,ORD_00127381,STR_008,SKU_0017,SKU_0424,Fruits & Vegetables,Baby & Kids,False,134.0,False,Out of Stock,2023-06-10,Rejected
SUB_0019061,ORD_00159937,STR_004,SKU_0288,SKU_0238,Personal Care,Beverages,False,-103.0,False,Out of Stock,2023-07-24,Rejected
SUB_0037224,ORD_00310389,STR_008,SKU_0237,SKU_0354,Beverages,Household,False,111.0,False,Out of Stock,2023-12-30,Rejected
SUB_0053123,ORD_00442228,STR_005,SKU_0228,SKU_0294,Beverages,Personal Care,False,143.0,True,Out of Stock,2024-06-14,Accepted
SUB_0014488,ORD_00122012,STR_004,SKU_0344,SKU_0400,Household,Baby & Kids,False,118.0,False,Out of Stock,2023-06-03,Rejected
SUB_0002323,ORD_00019546,STR_006,SKU_0098,SKU_0164,Dairy & Eggs,Packaged Food,False,121.0,False,Out of Stock,2023-01-21,Rejected
SUB_0051677,ORD_00429951,STR_007,SKU_0113,SKU_0381,Dairy & Eggs,Baby & Kids,False,197.0,True,Out of Stock,2024-05-27,Accepted
SUB_0050405,ORD_00419682,STR_001,SKU_0230,SKU_0123,Beverages,Dairy & Eggs,False,26.0,False,Expired,2024-05-13,Rejected
SUB_0009352,ORD_00078876,STR_007,SKU_0492,SKU_0495,Snacks & Confectionery,Snacks & Confectionery,True,52.0,False,Out of Stock,2023-04-05,Rejected
SUB_0006133,ORD_00051795,STR_002,SKU_0431,SKU_0024,Baby & Kids,Fruits & Vegetables,False,-447.0,False,Out of Stock,2023-03-02,Rejected
SUB_0049775,ORD_00414188,STR_004,SKU_0228,SKU_0436,Beverages,Baby & Kids,False,56.0,True,Out of Stock,2024-05-05,Accepted
SUB_0043136,ORD_00359041,STR_004,SKU_0205,SKU_0196,Beverages,Beverages,True,113.0,False,Damaged,2024-02-24,Rejected
SUB_0049959,ORD_00415779,STR_006,SKU_0112,SKU_0359,Dairy & Eggs,Household,False,47.0,False,Out of Stock,2024-05-07,Rejected
SUB_0021803,ORD_00183116,STR_007,SKU_0391,SKU_0418,Baby & Kids,Baby & Kids,True,255.0,True,Out of Stock,2023-08-22,Accepted
SUB_0001640,ORD_00013756,STR_005,SKU_0049,SKU_0499,Fruits & Vegetables,Snacks & Confectionery,False,24.0,False,Out of Stock,2023-01-15,Rejected
SUB_0000999,ORD_00008457,STR_008,SKU_0238,SKU_0226,Beverages,Beverages,True,17.0,True,Out of Stock,2023-01-09,Accepted
SUB_0037839,ORD_00315305,STR_002,SKU_0097,SKU_0426,Dairy & Eggs,Baby & Kids,False,377.0,True,Damaged,2024-01-05,Accepted
SUB_0042010,ORD_00349712,STR_002,SKU_0278,SKU_0320,Personal Care,Household,False,-109.0,False,Damaged,2024-02-12,Rejected
SUB_0047197,ORD_00393002,STR_007,SKU_0176,SKU_0240,Packaged Food,Beverages,False,3.0,False,Out of Stock,2024-04-07,Rejected
SUB_0022335,ORD_00187499,STR_002,SKU_0348,SKU_0398,Household,Baby & Kids,False,149.0,False,Out of Stock,2023-08-28,Rejected
SUB_0020661,ORD_00173241,STR_004,SKU_0068,SKU_0129,Dairy & Eggs,Packaged Food,False,2.0,True,Out of Stock,2023-08-10,Accepted
SUB_0033115,ORD_00275870,STR_004,SKU_0095,SKU_0286,Dairy & Eggs,Personal Care,False,-28.0,False,Out of Stock,2023-11-25,Rejected
